10012410,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10012410,D008022,80190055,Henderson Mine,39.76916,-105.84199,NA,United States,Colorado,Clear Creek,M,Molybdenum,"Tin, Tungsten, Lead","Iron, Zinc",Underground,Climax Mo,L,Producer,Molybdenite,"Fluorite, Galena, Hematite, Huebnerite, Magnetite, Pyrite, Quartz, Sericite, Sphalerite, Topaz, Rhodochrosite",,"ELLIPTICAL IN PLAN, UMBRELLA SHAPED IN PROFILE",Underground,50: Climax Mo,"Argillic Griesen Below Ore Body.   Quartz, Quartz-Topaz-Magnetite, Quartz-Sericite-Pyrite, Argillic, And Propylitic Zones Progressively Above Ore Body",,,Fractures On Roof And Flanks Of Multiple-Stage Intrusion,"Melton, Greg, Beach, Richard A., Moyer, Lorre A. (Marcus, S.M.), Berger, Mary A., Schwochow, Stephen D., Heran, William D., Wilson, Anna B., Smith/West","""Urad porphyry"", ""Primos porphyry"", ""Henderson granite""","Granitoid,Granite","""Red Mountain Complex- multi-phase intrusive complex of high silica, alkali-rich rhyolite, and granite porphyry"", ""Silver Plume Granite""","Rhyolite,Granite","Front Range Uplift, Silver Plume Batholith, Colorado Mineral Belt, Straight Cr., Vasquez Cr., Loveland Pass-Berthoud Pass Fault Zones",,"AMAX, (NO DATE), HENDERSON:  CLIMAX MOLYBDENUM CO. BROCHURE, 25 P.THE HENDERSON MINE (MILL) CONCENTRATOR:  JOUR. METALS, V. 29, NO. 10 (OCTOBER 1977), P. 9-12.DESBOROUGH, G.A., AND MIHALIK, PETER, 1980, ACCESSORY MINERALS IN THE IGNEOUS HOST OF MOLYBDENUM ORE, HENDERSON MINE, COLORADO:  USGS OPEN-FILE REPT 80-661, 16 P.WALLACE, S.R., AND OTHERS, 1978, GEOLOGY OF THE URAD AND HENDERSON MOLYBDENITE DEPOSITS, CLEAR CREEK COUNTY, COLORADO, WITH A SECTION ON A COMPARISON OF THESE DEPOSITS WITH THOSE AT CLIMAX, COLORADO:  ECON. GEOLOGY, V. 73, P. 325-368.COLORADO DIV. MINES ANN. OPERATOR REPTS.PETERSON, EILEEN K., 1992, USBM MINERALS TODAY OCT. 1992, P.30.MINING MAGAZINE. HENDERSON-ON STREAM. JAN 1977. VOL. 136. NO. 1.  P. 10-23.E/MJ. MAINTENANCE PROGRAM FOR MOBILE EQUIPMENT CUTS COSTS AT HENDERSON MOLY MINE, MAY 1978 .E/MJ. HENDERSON: A 15-MILE SHOWCASE FOR MINING, RAILROADING AND PROCESSING, 1969MINING MAGAZINE. THE HENDERSON PROJECT. AUG 1975BUSINESS WEEK. A CLEVER ORE TRAIN THAT WORKS. JULY 1976RAILWAY TRACK AND STRUCTURES. ISOLATED MINING LINE HAS BIG RAILROAD FEATURES, SEPT 1975JOURNAL OF METALS. THE HENDERSON MINE/MILL/CONCENTRATOR. OCT 1977WORLD MINING. HOW TO SINK VENT SHAFT IN REMOTE AREAS USING HELICOPTER SUPPORT. JULY 1975. P 30-35.SKILLING'S MINING REVIEW. HAULAGE TUNNEL HOLED THROUGH AT AMAX'S HENDERSON MINE AUGUST 2 1975 P 10-11.BROWN L.F. RECLAMATION AT CLIMAX, URAD AND HENDERSON MINE.  MINING CONGRESS JOURNAL, APRIL 1976.NICKEL NEWS. ISSUE 32/52. 8/6/97. P.12.CYPRUS AMAX MINERALS CO., FORM 10-K RPT, 12/31/93, P 7.White, W.H.,Bookstrom, A.A., Kamilli, R.J., Ganster, M.W., Smith, R.P., Ranta, D.E., and Steininger, R.C., 1981, Character and Orgin of Climax-type Molybdenum Deposits: in Economic geology; Seventy-fifth anniversary volume; 1905-1980, pgs 270-316Carten, R.B., Walker, B.M., Geraghty, E.P., and Gunow, A.J.,1988a, Comparison of field-based studies of the Henderson porphyry molybdenum deposit, Colorado, with experimental and theoretical models of porphyry systems: Canadian Institute of Mining and Metallurgy Special Volume 39, p. 351?366\n\nCarten, R.B., Geraghty, E.P., Walker, B.M., and Shannon, J.R., 1988, Cyclic development of igneous features and their relationship to high-temperature hydrothermal features in the Henderson porphyry molybdenum deposit, Colorado: Economic Geology, v. 83, p. 266-296Seedorf, E., and Einaudi, M. T., 2004, Henderson porphyry molybdenum system, Colorado, Part I: Economic Geology, v. 99, p.3-37;  Part II: Economic Geology, v. 99, p. 39-72.AMAX Annual Reports or 10K YRS 85-92\nCyprus Amax Press release or 10K YRS 93-98\nPhelps Dodge 10K or Annual Reports YRS 99-2006\nFreeport Press release or Quarterly report YRS 2007-2010\nFreeport-McMoRan Copper Press release 2010COLO. DIV. MINES ANN. OPERATOR REPTS.Freeport-McMoRan Copper 10K 2/25/11 \nPERSONNEL CONTACT, MARCH 96.",,1976,,,,1965,,Amax,A
60001023,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=60001023,MP90006,,Telluride District,37.9169,-107.80064,NA,United States,Colorado,San Miguel,M,"Copper, Gold, Zinc, Silver, Lead",,,Unknown,HYDROTHERMAL VEIN,L,Producer,,,,,,85: Polymetallic veins,"VOLCANIC ROCKS ARE PROPYLITICALLY ALTERED; EPIDOTE, CALCITE, CHLORITE, PYRITE SERTICITIC, ARGILLIC, CALC-SILICATE ALTERATION NEAR VEINS; QUARTZ-PYRITE-SERICITE, KAOLINITE, EPIDOTE-RICH CALC-SILICATE SKARNS",,Upper San Miguel District,"TYPES OF WALL ROCK, VEIN INTERSECTIONS, CHARACTER OF FAULT MOVEMENT, PRESENCE OF INTERSECTING DIKES AND FAULTS, AND ABRUPT CHANGES IN STRIKE OR DIP.",,,,,,"NORTHWEST-TRENDING SWARM OF DIKES, FISSURES, AND VEINS RADIATING FROM THE SILVERTON CALDERA FORMING A BELT OF FRACTURE ZONES, RING FAULTS AND DIKES, CONE SHEETS, AND RADIAL DIKE SWARMS., PARADOX BASIN OF SOUTHEASTERN UTAH AND SOUTHWESTERN COLORADO (INTRACRATONIC BASIN) TRENDING NORTHWEST-SOUTHEAST ELONGATE STRUCTURE.",,"MOSIER, D.L., MENZIE, W.D., AND KLEINHAMPL, F.J., 1986, GEOLOGIC AND GRADE-TONNAGE INFORMATION ON TERTIARY EPITHERMAL PRECIOUS- AND BASE-METAL VEIN DISTRICTS ASSOCIATED WITH VOLCANIC ROCKS: U.S. GEOLOGICAL SURVEY BULLETIN 1666, 39 P.KOSCHMANN, A.H., AND BERGENDAHL, M.H., 1968, PRINCIPAL GOLD-PRODUCING DISTRICTS OF THE UNITED STATES: U.S. GEOLOGICAL SURVEY PROFESSIONAL PAPER 610, 283 P.FISHER, F.S., 1990, GOLD DEPOSITS IN THE SNEFFELS-TELLURIDE AND CAMP BIRD MINING DISTRICTS, SAN JUAN MOUNTAINS, COLORADO, IN  SHAWE, D.R., ASHLEY, R.P., AND CARTER, L.M.H., EDS., GOLD-BEARING POLYMETALLIC VEINS AND REPLACEMENT DEPOSITS PART II: U.S. GEOLOGICAL SURVEY BULLETIN 1857-F, P. F12,F18.FRIEDMAN, JULES D., AND HELER, JOAN S., TECTONIC TRENDS OF THE NORTHERN PART OF THE PARADOX BASIN, SOUTHEASTER UTAH AND SOUTHWESTERN COLORADO, AS DERIVED FROM LANDSAT MULTISPECTRAL SCANNER IMAGING AND GEOPHYSICAL AND GEOOGIC MAPPING: US. GEOLOGICAL SURVEY BULLETIN 200-C,D, 40 P.BARTOS, PAUL J., 1993, COMPARISON OF GOLD-RICH AND GOLD-POOR QUARTZ-BASE METAL VEINS: SOCIETY OF ECONOMIC GEOLOGISTS NEWSLETTER, NO. 15, 7 P.",,,,,,1875,,,D
10107836,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10107836,D002843,,Starr Placer Coronado,39.25193,-106.28422,NA,United States,Colorado,Lake,M,"Silver, Lead, Zinc",,,Unknown,Replacement,L,Producer,"Galena, Sphalerite, Tetrahedrite",,,,,,,,,,"Hasler, J. William, Melton, Greg",,Limestone,,,,,USGS PROF. PAPER 148USGS PROF. PAPER 235,,,,,,,,,D
10009323,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10009323,D002257,,La Sal Claims,38.68331,-109.03402,NA,United States,Colorado,Mesa,M,Uranium,,,Unknown,,L,Producer,Carnotite,,,,,,,,,,"Hasler, J. William",,Salt,,,,,,,,,,,,,,E
10009698,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10009698,D002810,,Hill Top Mine,39.20832,-106.17561,NA,United States,Colorado,"Park, Lake",M,"Lead, Silver, Gold, Copper, Zinc",,,Unknown,,L,Producer,"Argentite, Cerargyrite, Freibergite",,,,,,,,,,"Hasler, J. William",,Dolomite,,,,,"USGS PROF PAPER 235, FIGURE 56, PAGES 71, 155USGS BULL. 911",,,,,,,,,D
10009703,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10009703,D002821,,Grizzly Mine,39.67055,-105.80616,NA,United States,Colorado,Clear Creek,M,"Lead, Zinc",,,Unknown,,L,Producer,"Chalcopyrite, Galena, Sphalerite",,,,,,,,,,"Melton, Greg, Hasler, J. William",,Gneiss,,,,,USGS PROF. PAPER 178,,,,,,,,,D
10107912,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10107912,D003616,,Pride of the West,37.66668,-107.5173,NA,United States,Colorado,San Juan,M,"Lead, Zinc",,,Unknown,,L,Producer,"Chalcopyrite, Galena, Sphalerite",,,,,,,,,,"Hasler, J. William",,Volcanic Rock (Aphanitic),,,,,"VANDERWILT, 1947 , MINED RESOURCES OF COLORADO",,,,,,,,,D
10009705,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10009705,D002825,,Silver Lake Group,37.79168,-107.61731,NA,United States,Colorado,San Juan,M,"Lead, Zinc, Copper",,,Unknown,,L,Producer,"Chalcopyrite, Galena, Tetrahedrite",,,,,,,,,,"Hasler, J. William, Spanski, Gregory T.",,Rhyodacite,,,,,"VARNES, D. J., USGS PROF. PAPER 378",,,,,,,,,D
10009794,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10009794,D003007,,Hellena - Ibex Extension,39.22471,-106.22561,NA,United States,Colorado,Lake,M,"Lead, Zinc, Silver",Gold,Copper,Unknown,,L,Producer,"Chalcopyrite, Galena, Sphalerite, Pyrite",,,,,,,,,,"Melton, Greg, Hasler, J. William",,Limestone,,,,,"AIME GRATON - SALES, VOL. NO. 1 , P. 681USGS PP 235, p. 139",,,,,,,,,C
10107807,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10107807,D002387,,Russia Mine,39.34999,-106.11727,NA,United States,Colorado,Park,M,"Silver, Lead, Copper",,,Unknown,,L,Producer,Covellite,,,,,,,,,,"Hasler, J. William",,Limestone,,,,,"SINGEWALD Q. D., BUTLER, B. S., COLO. SCI. SOC. PROC. VOL. 12 NO. 12",,,,,,,,,D
